fov_id;chnl_id;lineage_times;fl_totals;fl_concs
24;1258;[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481];"[49219 40108 65680 24677 22700 20437 18048 17413 14912 15447 13513 13806
 12872 12563 13903 13805]";"[ 8.86509366  9.54043768 11.82997118  8.43304569  8.30041157  7.59632083
  6.86204747  7.14179986  6.13539419  5.26675503  6.12219672  5.28755032
  5.30933855  5.58854868  5.46554655  5.44315907]"
24;75;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[31517 22946 14997 19187 23316 20965 17394 14373 16509 14909 14986 13457
 13391 12638 12392 12065 11328]";"[ 8.31144515  7.48890339  6.15089718  8.0436133  10.17184163  8.84292843
  8.14062285  7.55204059  6.4398857   6.22005879  6.18618646  5.12669421
  5.38877795  5.4061158   4.91562792  4.83482478  5.11480653]"
24;1038;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[19599 16360 28803  9602  8866  8360  6385  6090  5059  5469  5173  5634
  4719  4952  4936  5052  4456]";"[6.66632653 7.40271493 7.64410828 5.82355984 5.1529352  5.57944201
 4.49766887 4.93581275 4.08394637 4.03873209 3.50248121 3.67325928
 3.16606657 3.45479325 3.24270618 3.61873203 3.06556295]"
24;593;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[34217 33818 19948 26020 24278 23970 20547 22234 19211 18048 17941 16893
 17618 16196 16411 15566 15870]";"[7.51031607 8.05190476 6.75278953 8.4970445  8.56046095 8.15583291
 7.31802002 7.85223385 7.03000579 6.64452687 6.62343105 6.72712753
 6.68726757 6.50927641 6.47268139 5.94372288 6.08272207]"
24;372;[  1  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481];"[37040 34019 29913  9951  9156  8649  8459  9668  8815  7917  7535  7374
  7089  7263  7007  7228]";"[6.84911243 8.24903007 8.33695652 6.47437503 5.53124322 5.36296321
 5.21802691 5.07700909 5.20542786 4.63627451 4.66486202 4.36353163
 4.50636297 4.05799456 4.16994246 4.64402278]"
24;1111;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[23213 18327 12339 19354 18411 14734 16201 13586 14681 13770 13105 10117
 10990 12273 10931 11044 11467]";"[7.86881356 6.27207392 5.68855897 9.61523908 8.57016977 8.31673956
 7.5231854  7.17765762 7.39814661 7.89272314 6.4797877  5.80982942
 4.92367398 5.95863481 6.3082582  4.9836407  6.03528299]"
24;1851;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[14096  7212 17214 16820  4981  5359  4890  4024  3780  3725  3264  2802
  2947  2764  2766  2272  2554]";"[4.7018012  3.20248668 4.57575758 6.06782107 3.05471178 3.60387435
 2.89309879 2.71839833 2.1839073  2.20993886 2.14428545 1.98638565
 1.82359512 1.72860052 1.74109961 1.63787151 1.59014183]"
25;1255;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[38719 23804 15839 15463 13480 13748 13637 10449 11406  9985 10004  9410
  8813 10336  9405  8713  8328]";"[8.51341249 8.55643422 5.89325691 6.99956553 6.08819535 5.60891831
 6.13599253 4.88850833 4.63427134 4.39596704 4.03876384 3.89985055
 3.84591339 4.95548932 4.44075546 3.68595834 3.71397387]"
25;590;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[26523 23181 13661 24590 22617 26385 20157 15451 18625 15418 17047 12700
 13109 15464 14171 14875 12229]";"[ 6.99446203  8.60467706  5.62569798 10.88083251  7.79941849  9.68558203
  8.31196401  6.50657581  7.12277418  6.58856384  5.89578429  5.40912728
  5.08192016  6.93476976  5.94843467  5.05030269  4.58408103]"
25;1551;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[24825 18523 37680 48014 19293 19381 15047 14355 14315 13810 11000 11590
 11575 10390 10459 10001  9631]";"[7.35773563 6.73074128 7.46434231 9.12813688 8.92954578 9.31029432
 8.33223497 7.30925079 7.00009382 5.79739724 6.00678595 5.90582385
 6.60781478 4.57548918 5.36357041 5.50197681 5.08597311]"
25;366;[  1  31  61  91 121 151 181 211 241 271 301 331 361 391 421 451 481];"[10572 18470 22176  9483  9917 10898  7554  8378  7846  7326  7445  7029
  7037  6422  7095  6220  6080]";"[6.16443149 5.21456804 8.73758865 4.66138925 5.22886003 6.85212571
 3.96702702 4.98564941 4.64086477 3.992181   3.91807969 4.16485507
 4.22440133 3.90950674 3.70479786 3.46218913 3.65836747]"
25;1403;[  1  31  31  61 121 151 181 211 241 271 301 331 361 391 421 451 481];"[20679 38216 15081 25369 16735 16273 13311 11015 12538  9648 11742 11011
  9427  9121  8654  8467  9520]";"[5.64629852 6.63523038 5.64408683 5.27202826 9.70797809 8.08574134
 7.64781536 6.03683146 6.16366264 4.82492309 6.02243888 5.86717925
 4.74971618 4.93418875 4.70356351 4.51462791 4.38578903]"
